N,annee,etape,ville_depart,ville_arrivee,dep_lat,dep_lon,arr_lat,arr_lon,etape__distance,km_cum_dist,dep_adr,arr_adr,etape__vainqueur,etape__leader,vitesse,distance,partants,arrivants
787,1955,6,COLMAR,ZURICH,48.07936,7.35851,48.88348,2.30245,195,196617.4,"68000 Colmar, France","112 Avenue de Wagram, 75808 Paris, France",Andre Darrigade,Antonin Rolland,,,,
788,1955,7,ZURICH,THONON LES BAINS,48.88348,2.30245,46.37357,6.47764,267,196884.4,"112 Avenue de Wagram, 75808 Paris, France","74200 Thonon-les-Bains, France",Joseph Hinsen,Est Wim Van,,,,
789,1955,8,THONON LES BAINS,BRIANCON,46.37357,6.47764,44.89942,6.64318,253,197137.4,"74200 Thonon-les-Bains, France","05100 BrianÃ§on, France",Charly Gaul,Antonin Rolland,,,,
790,1955,9,BRIANCON,MONACO,44.89942,6.64318,43.40501,5.26312,275,197412.4,"05100 BrianÃ§on, France","Monaco, 13730 Saint-Victoret, France",Raphael Geminiani,Antonin Rolland,,,,
791,1955,10,MONACO,MARSEILLE,43.40501,5.26312,43.29648,5.36978,241,197653.4,"Monaco, 13730 Saint-Victoret, France","Marseille, France",Lucien Lazarides,Antonin Rolland,,,,
792,1955,11,MARSEILLE,AVIGNON,43.29648,5.36978,43.94932,4.80553,198,197851.4,"Marseille, France","Avignon, France",Louis Bobet,Antonin Rolland,,,,
793,1955,12,AVIGNON,MILLAU,43.94932,4.80553,44.10058,3.07780,236,198087.4,"Avignon, France","12100 Millau, France",Alessandro Fantini,Antonin Rolland,,,,
794,1955,13,MILLAU,ALBI,44.10058,3.07780,43.92509,2.14864,207,198294.4,"12100 Millau, France","81000 Albi, France",Groot Bram De,Antonin Rolland,,,,
795,1955,14,ALBI,NARBONNE,43.92509,2.14864,43.18428,3.00308,153,198447.4,"81000 Albi, France","11100 Narbonne, France",Louis Caput,Antonin Rolland,,,,
796,1955,15,NARBONNE,AX LES THERMES,43.18428,3.00308,42.72025,1.83755,151,198598.4,"11100 Narbonne, France","09110 Ax-les-Thermes, France",Luciano Pezzi,Antonin Rolland,,,,
797,1955,16,AX LES THERMES,TOULOUSE,42.72025,1.83755,43.60465,1.44421,123,198721.4,"09110 Ax-les-Thermes, France","Toulouse, France",Steenbergen Rik Van,Steenbergen Rik Van,,,,
798,1955,17,TOULOUSE,SAINT GAUDENS,43.60465,1.44421,43.10690,0.72376,254,198975.4,"Toulouse, France","31800 Saint-Gaudens, France",Charly Gaul,Louis Bobet,,,,
799,1955,18,SAINT GAUDENS,PAU,43.10690,0.72376,43.29510,-0.37080,206,199181.4,"31800 Saint-Gaudens, France","64000 Pau, France",Jean Brankart,Louis Bobet,,,,
800,1955,19,PAU,BORDEAUX,43.29510,-0.37080,44.83779,-0.57918,195,199376.4,"64000 Pau, France","Bordeaux, France",Wout Wagtmans,Louis Bobet,,,,
801,1955,20,BORDEAUX,POITIERS,44.83779,-0.57918,46.58022,0.34038,243,199619.4,"Bordeaux, France","86000 Poitiers, France",Jean Forestier,Louis Bobet,,,,
802,1955,21,CHATELLERAULT,TOURS,46.81649,0.54815,47.39414,0.68484,67,199686.4,"86100 ChÃḃtellerault, France","Tours, France",Jean Brankart,Louis Bobet,,,,
803,1955,22,TOURS,PARIS,47.39414,0.68484,48.85661,2.35222,228,199914.4,"Tours, France","Paris, France",Miguel Poblet,Louis Bobet,,,,
804,1956,1,REIMS,Liège,49.25833,4.03170,50.63256,5.57967,223,200137.4,"Reims, France","LiÃẀge, Belgium",Andre Darrigade,Andre Darrigade,36.268,4498,120,88
805,1956,2,Liège,LILLE,50.63256,5.57967,50.62925,3.05726,217,200354.4,"LiÃẀge, Belgium","Lille, France",Bruyne Alfred De,Andre Darrigade,,,,
806,1956,3,LILLE,ROUEN,50.62925,3.05726,49.44323,1.09997,225,200579.4,"Lille, France","Rouen, France",Arrigo Padovan,Gilbert De Smet,,,,
807,1956,4,ROUEN,CAEN,49.44323,1.09997,49.18286,-0.37068,125,200704.4,"Rouen, France","14000 Caen, France",Roger Hassenforder,Andre Darrigade,,,,
808,1956,4,ROUEN,ROUEN,49.44323,1.09997,49.44323,1.09997,15,200719.4,"Rouen, France","Rouen, France",Charly Gaul,Gilbert De Smet,,,,
809,1956,5,CAEN,SAINT MALO,49.18286,-0.37068,48.64934,-2.02567,189,200908.4,"14000 Caen, France","St-Malo, France",Joseph Morvan,Andre Darrigade,,,,
810,1956,6,SAINT MALO,LORIENT,48.64934,-2.02567,47.74825,-3.37024,192,201100.4,"St-Malo, France","56100 Lorient, France",Bruyne Alfred De,Andre Darrigade,,,,
811,1956,7,LORIENT,ANGERS,47.74825,-3.37024,47.47842,-0.56317,244,201344.4,"56100 Lorient, France","Angers, France",Alessandro Fantini,Roger Walkowiak,,,,
812,1956,8,ANGERS,LA ROCHELLE,47.47842,-0.56317,46.16033,-1.15114,180,201524.4,"Angers, France","La Rochelle, France",Miguel Poblet,Roger Walkowiak,,,,
813,1956,9,LA ROCHELLE,BORDEAUX,46.16033,-1.15114,44.83779,-0.57918,219,201743.4,"La Rochelle, France","Bordeaux, France",Roger Hassenforder,Roger Walkowiak,,,,
814,1956,10,BORDEAUX,BAYONNE,44.83779,-0.57918,43.49295,-1.47484,201,201944.4,"Bordeaux, France","Bayonne, France",Bruyne Alfred De,Gerrit Voorting,,,,
815,1956,11,BAYONNE,PAU,43.49295,-1.47484,43.29510,-0.37080,255,202199.4,"Bayonne, France","64000 Pau, France",Nino Defilippis,Andre Darrigade,,,,
816,1956,12,PAU,BAGNERES DE LUCHON,43.29510,-0.37080,42.78896,0.59294,130,202329.4,"64000 Pau, France","31110 BagnÃẀres-de-Luchon, France",Jempy Schmitz,Jan Adriaensens,,,,
817,1956,13,LUCHON,TOULOUSE,42.78896,0.59294,43.60465,1.44421,176,202505.4,"31110 BagnÃẀres-de-Luchon, France","Toulouse, France",Nino Defilippis,Jan Adriaensens,,,,
818,1956,14,TOULOUSE,MONTPELLIER,43.60465,1.44421,43.61077,3.87672,231,202736.4,"Toulouse, France","Montpellier, France",Roger Hassenforder,Jan Adriaensens,,,,
819,1956,15,MONTPELLIER,AIX EN PROVENCE,43.61077,3.87672,43.52974,5.44743,204,202940.4,"Montpellier, France","Aix-en-Provence, France",J. Thomin,Wout Wagtmans,,,,
820,1956,16,AIX EN PROVENCE,GAP,43.52974,5.44743,44.55964,6.07976,203,203143.4,"Aix-en-Provence, France","05000 Gap, France",Jean Forestier,Wout Wagtmans,,,,
821,1956,17,GAP,TURIN,44.55964,6.07976,45.07031,7.68686,234,203377.4,"05000 Gap, France","Turin, Metropolitan City of Turin, Italy",Nino Defilippis,Wout Wagtmans,,,,
822,1956,18,TURIN,GRENOBLE,45.07031,7.68686,45.18853,5.72452,250,203627.4,"Turin, Metropolitan City of Turin, Italy","Grenoble, France",Charly Gaul,Roger Walkowiak,,,,
823,1956,19,GRENOBLE,ST.ETIENNE,45.18853,5.72452,45.43970,4.38718,173,203800.4,"Grenoble, France","Saint-Ãtienne, France",Constant Ockers,Roger Walkowiak,,,,
824,1956,20,ST.ETIENNE,LYON,45.43970,4.38718,45.76404,4.83566,74,203874.4,"Saint-Ãtienne, France","Lyon, France",Miguel Bover,Roger Walkowiak,,,,
825,1956,21,LYON,MONTLUCON,45.76404,4.83566,46.34155,2.60199,237,204111.4,"Lyon, France","03100 MontluÃ§on, France",Roger Hassenforder,Roger Walkowiak,,,,
826,1956,22,MONTLUCON,PARIS,46.34155,2.60199,48.85661,2.35222,331,204442.4,"03100 MontluÃ§on, France","Paris, France",Gastone Nencini,Roger Walkowiak,,,,
827,1957,1,NANTES,GRANVILLE,47.21837,-1.55362,48.83758,-1.59730,204,204646.4,"Nantes, France","Granville, France",Andre Darrigade,Andre Darrigade,34.52,4669,120,56
828,1957,2,GRANVILLE,CAEN,48.83758,-1.59730,49.18286,-0.37068,226,204872.4,"Granville, France","14000 Caen, France",Rene Privat,Rene Privat,,,,
829,1957,3,CAEN,ROUEN,49.18286,-0.37068,49.44323,1.09997,134,205006.4,"14000 Caen, France","Rouen, France",Jacques Anquetil,Rene Privat,,,,
830,1957,3,CAEN,CAEN,49.18286,-0.37068,49.18286,-0.37068,15,205021.4,"14000 Caen, France","14000 Caen, France",France,Rene Privat,,,,
831,1957,4,ROUEN,ROUBAIX,49.44323,1.09997,50.69270,3.17785,232,205253.4,"Rouen, France","59100 Roubaix, France",Marcel Janssens,Rene Privat,,,,
832,1957,5,ROUBAIX,CHARLEROI,50.69270,3.17785,50.41081,4.44464,170,205423.4,"59100 Roubaix, France","Charleroi, Belgium",Gilbert Bauvin,Jacques Anquetil,,,,
833,1957,6,CHARLEROI,METZ,50.41081,4.44464,49.11931,6.17572,248,205671.4,"Charleroi, Belgium","Metz, France",Andre Trochut,Jacques Anquetil,,,,
834,1957,7,METZ,COLMAR,49.11931,6.17572,48.07936,7.35851,223,205894.4,"Metz, France","68000 Colmar, France",Roger Hassenforder,Jacques Anquetil,,,,
835,1957,8,COLMAR,BESANCON,48.07936,7.35851,47.23783,6.02405,192,206086.4,"68000 Colmar, France","25000 BesanÃ§on, France",Pierino Baffi,Jean Forestier,,,,
836,1957,9,BESANCON,THONON LES BAINS,47.23783,6.02405,46.37357,6.47764,188,206274.4,"25000 BesanÃ§on, France","74200 Thonon-les-Bains, France",Jacques Anquetil,Jean Forestier,,,,
837,1957,10,THONON LES BAINS,BRIANCON,46.37357,6.47764,44.89942,6.64318,247,206521.4,"74200 Thonon-les-Bains, France","05100 BrianÃ§on, France",Gastone Nencini,Jacques Anquetil,,,,
838,1957,11,BRINACON,CANNES,44.89942,6.64318,43.55285,7.01737,289,206810.4,"05100 BrianÃ§on, France","Cannes, France",Rene Privat,Jacques Anquetil,,,,
839,1957,12,CANNES,MARSEILLE,43.55285,7.01737,43.29648,5.36978,239,207049.4,"Cannes, France","Marseille, France",Jean Stablinski,Jacques Anquetil,,,,
840,1957,13,MARSEILLE,ALES,43.29648,5.36978,44.12720,4.08335,160,207209.4,"Marseille, France","30100 AlÃẀs, France",Nino Defilippis,Jacques Anquetil,,,,
841,1957,14,ALES,PERPIGNAN,44.12720,4.08335,42.68866,2.89483,246,207455.4,"30100 AlÃẀs, France","Perpignan, France",Roger Hassenforder,Jacques Anquetil,,,,
842,1957,15,PERPIGNAN,BARCELONA,42.68866,2.89483,41.38505,2.17331,197,207652.4,"Perpignan, France","Barcelona, Spain",Jacques Anquetil,Jacques Anquetil,,,,
843,1957,15,BARCELONA,BARCELONA,41.38505,2.17331,41.38505,2.17331,9.8,207662.2,"Barcelona, Spain","Barcelona, Spain",Jacques Anquetil,Jacques Anquetil,,,,
844,1957,16,BARCELONA,AX LES THERMES,41.38505,2.17331,42.72025,1.83755,220,207882.2,"Barcelona, Spain","09110 Ax-les-Thermes, France",Jean Bourles,Jacques Anquetil,,,,
845,1957,17,AX LES THERMES,SAINT GAUDENS,42.72025,1.83755,43.10690,0.72376,236,208118.2,"09110 Ax-les-Thermes, France","31800 Saint-Gaudens, France",Nino Defilippis,Jacques Anquetil,,,,
846,1957,18,SAINT GAUDENS,PAU,43.10690,0.72376,43.29510,-0.37080,207,208325.2,"31800 Saint-Gaudens, France","64000 Pau, France",Gastone Nencini,Jacques Anquetil,,,,
847,1957,19,PAU,BORDEAUX,43.29510,-0.37080,44.83779,-0.57918,194,208519.2,"64000 Pau, France","Bordeaux, France",Pierino Baffi,Jacques Anquetil,,,,
848,1957,20,BORDEAUX,LIBOURNE,44.83779,-0.57918,44.91300,-0.24399,66,208585.2,"Bordeaux, France","33500 Libourne, France",Jacques Anquetil,Jacques Anquetil,,,,
849,1957,21,LIBOURNE,TOURS,44.91300,-0.24399,47.39414,0.68484,317,208902.2,"33500 Libourne, France","Tours, France",Andre Darrigade,Jacques Anquetil,,,,
850,1957,22,TOURS,PARIS,47.39414,0.68484,48.85661,2.35222,227,209129.2,"Tours, France","Paris, France",Andre Darrigade,Jacques Anquetil,,,,
851,1958,1,BRUXELLES,GANTE,48.95109,3.35579,51.05434,3.71742,184,209313.2,"Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France","Ghent, Belgium",Andre Darrigade,Andre Darrigade,36.919,4319,120,78
852,1958,2,GANTE,DUNKERQUE,51.05434,3.71742,51.03437,2.37678,198,209511.2,"Ghent, Belgium","Dunkirk, France",Gerrit Voorting,Jos Hoevenaars,,,,
853,1958,3,DUNKERQUE,LE TREPORT,51.03437,2.37678,50.05917,1.38247,177,209688.2,"Dunkirk, France","Le TrÃ©port, France",Gilbert Bauvin,Est Wim Van,,,,
854,1958,4,LE TREPORT,VERSAILLES,50.05917,1.38247,48.80141,2.13012,205,209893.2,"Le TrÃ©port, France","78000 Versailles, France",Jean Gainche,Est Wim Van,,,,
855,1958,5,VERSAILLES,CAEN,48.80141,2.13012,49.18286,-0.37068,232,210125.2,"78000 Versailles, France","14000 Caen, France",Tino Sabbadini,Gilbert Bauvin,,,,
856,1958,6,CAEN,SAINT BRIEUC,49.18286,-0.37068,48.51418,-2.76584,223,210348.2,"14000 Caen, France","22000 Saint-Brieuc, France",Geneugden Martin Van,Gerrit Voorting,,,,
857,1958,7,SAINT BRIEUC,BREST,48.51418,-2.76584,48.39039,-4.48608,170,210518.2,"22000 Saint-Brieuc, France","Brest, France",Brian Robinson,Gerrit Voorting,,,,
858,1958,8,CHATEAULIN,CHATEAULIN,48.19539,-4.09421,48.19539,-4.09421,46,210564.2,"29150 ChÃḃteaulin, France","29150 ChÃḃteaulin, France",Charly Gaul,Gerrit Voorting,,,,
859,1958,9,QUIMPER,SAINT NAZAIRE,47.99754,-4.09790,47.27350,-2.21385,206,210770.2,"29000 Quimper, France","44600 Saint-Nazaire, France",Andre Darrigade,Andre Darrigade,,,,
860,1958,10,SAINT BREVIN,ROYAN,47.24666,-2.16581,45.62303,-1.04318,250,211020.2,"Saint-Brevin-les-Pins, France","17200 Royan, France",Pierino Baffi,Andre Darrigade,,,,
861,1958,11,ROYAN,BORDEAUX,45.62303,-1.04318,44.83779,-0.57918,137,211157.2,"17200 Royan, France","Bordeaux, France",Arrigo Padovan,Andre Darrigade,,,,
862,1958,12,BORDEAUX,DAX,44.83779,-0.57918,43.70861,-1.05195,161,211318.2,"Bordeaux, France","40100 Dax, France",Geneugden Martin Van,Andre Darrigade,,,,
863,1958,13,DAX,PAU,43.70861,-1.05195,43.29510,-0.37080,231,211549.2,"40100 Dax, France","64000 Pau, France",Louis Bergaud,Raphael Geminiani,,,,
864,1958,14,PAU,BAGNERES DE LUCHON,43.29510,-0.37080,42.78896,0.59294,129,211678.2,"64000 Pau, France","31110 BagnÃẀres-de-Luchon, France",Federico Bahamontes,Vito Favero,,,,
865,1958,15,LUCHON,TOULOUSE,42.78896,0.59294,43.60465,1.44421,176,211854.2,"31110 BagnÃẀres-de-Luchon, France","Toulouse, France",Andre Darrigade,Vito Favero,,,,
866,1958,16,TOULOUSE,BEZIERS,43.60465,1.44421,43.34423,3.21580,187,212041.2,"Toulouse, France","34500 BÃ©ziers, France",Pierino Baffi,Vito Favero,,,,
867,1958,17,BEZIERS,NIMES,43.34423,3.21580,43.83670,4.36005,189,212230.2,"34500 BÃ©ziers, France","Nimes, France",Andre Darrigade,Vito Favero,,,,
868,1958,18,CARPENTRAS,MONT VENTOUX,44.05556,5.04872,44.17409,5.27868,215,212445.2,"Carpentras, France","Mt Ventoux, 84390 Brantes, France",Charly Gaul,Raphael Geminiani,,,,
869,1958,19,CARPENTRAS,GAP,44.05556,5.04872,44.55964,6.07976,178,212623.2,"Carpentras, France","05000 Gap, France",Gastone Nencini,Raphael Geminiani,,,,
870,1958,20,GAP,BRIANCON,44.55964,6.07976,44.89942,6.64318,165,212788.2,"05000 Gap, France","05100 BrianÃ§on, France",Federico Bahamontes,Raphael Geminiani,,,,
871,1958,21,BRIANCON,AIX LES BAINS,44.89942,6.64318,45.69234,5.90900,219,213007.2,"05100 BrianÃ§on, France","Aix-les-Bains, France",Charly Gaul,Vito Favero,,,,
872,1958,22,AIX LES BAINS,BESANCON,45.69234,5.90900,47.23783,6.02405,237,213244.2,"Aix-les-Bains, France","25000 BesanÃ§on, France",Andre Darrigade,Vito Favero,,,,
873,1958,23,BESANCON,DIJON,47.23783,6.02405,47.32205,5.04148,74,213318.2,"25000 BesanÃ§on, France","21000 Dijon, France",Charly Gaul,Charly Gaul,,,,
874,1958,24,DIJON,PARIS,47.32205,5.04148,48.85661,2.35222,320,213638.2,"21000 Dijon, France","Paris, France",Pierino Baffi,Charly Gaul,,,,
875,1959,1,MULHOUSE,METZ,47.75084,7.33589,49.11931,6.17572,238,213876.2,"Mulhouse, France","Metz, France",André Darrigade,Andre Darrigade,35.474,4358,120,65
876,1959,2,METZ,NAMUR,49.11931,6.17572,50.46739,4.87199,240,214116.2,"Metz, France","Namur, Belgium",Vito Favero,Andre Darrigade,,,,
877,1959,3,NAMUR,ROUBAIX,50.46739,4.87199,50.69270,3.17785,217,214333.2,"Namur, Belgium","59100 Roubaix, France",Robert Cazala,Robert Cazala,,,,
878,1959,4,ROUBAIX,ROUEN,50.69270,3.17785,49.44323,1.09997,230,214563.2,"59100 Roubaix, France","Rouen, France",Dino Bruni,Robert Cazala,,,,
879,1959,5,ROUEN,RENNES,49.44323,1.09997,48.11727,-1.67779,288,214851.2,"Rouen, France","Rennes, France",Jean Graczyc,Robert Cazala,,,,
880,1959,6,BLAIN,NANTES,47.47528,-1.76494,47.21837,-1.55362,45,214896.2,"44130 Blain, France","Nantes, France",Roger Riviere,Robert Cazala,,,,
881,1959,7,NANTES,LA ROCHELLE,47.21837,-1.55362,46.16033,-1.15114,190,215086.2,"Nantes, France","La Rochelle, France",Roger Hassenforder,Robert Cazala,,,,
882,1959,8,LA ROCHELLE,BORDEAUX,46.16033,-1.15114,44.83779,-0.57918,201,215287.2,"La Rochelle, France","Bordeaux, France",Michel Dejouhannet,Robert Cazala,,,,
883,1959,9,BORDEAUX,BAYONNE,44.83779,-0.57918,43.49295,-1.47484,207,215494.2,"Bordeaux, France","Bayonne, France",Marcel Queheille,Eddy Pauwels,,,,
884,1959,10,BAYONNE,BAGNERES DE BIGORRE,43.49295,-1.47484,43.06509,0.14910,235,215729.2,"Bayonne, France","65200 BagnÃẀres-de-Bigorre, France",Marcel Janssens,Michel Vermeulin,,,,
885,1959,11,BAGNERES DE BIGORRE,SAINT GAUDENS,43.06509,0.14910,43.10690,0.72376,117,215846.2,"65200 BagnÃẀres-de-Bigorre, France","31800 Saint-Gaudens, France",Andre Darrigade,Michel Vermeulin,,,,
886,1959,12,SAINT GAUDENS,ALBI,43.10690,0.72376,43.92509,2.14864,184,216030.2,"31800 Saint-Gaudens, France","81000 Albi, France",Rolf Graf,Michel Vermeulin,,,,
887,1959,13,ALBI,AURILLAC,43.92509,2.14864,44.93095,2.44500,223,216253.2,"81000 Albi, France","Aurillac, France",Henry Anglade,Jos Hoevenaars,,,,
888,1959,14,AURILLAC,CLERMONT FERRAND,44.93095,2.44500,45.77722,3.08703,229,216482.2,"Aurillac, France","Clermont-Ferrand, France",Dissez Andre Le,Jos Hoevenaars,,,,
889,1959,15,CLERMONT FERRAND,PUY DE DOME,45.77722,3.08703,45.71241,3.01558,12.5,216494.7,"Clermont-Ferrand, France","Puy-de-Dome, France",Federico Bahamontes,Jos Hoevenaars,,,,
890,1959,16,CLERMONT FERRAND,ST.ETIENNE,45.77722,3.08703,45.43970,4.38718,210,216704.7,"Clermont-Ferrand, France","Saint-Ãtienne, France",Dino Bruni,Eddy Pauwels,,,,
891,1959,17,ST.ETIENNE,GRENOBLE,45.43970,4.38718,45.18853,5.72452,199,216903.7,"Saint-Ãtienne, France","Grenoble, France",Charly Gaul,Federico Bahamontes,,,,
892,1959,18,GRENOBLE,SAINT VINCENT D'AOSTE,45.18853,5.72452,45.75157,7.64208,276,217179.7,"Grenoble, France","11027 Saint-Vincent, Aosta Valley, Italy",Ercole Baldini,Federico Bahamontes,,,,
893,1959,19,SAINT VINCENT D'AOSTE,ANNECY,45.75157,7.64208,45.89925,6.12938,248,217427.7,"11027 Saint-Vincent, Aosta Valley, Italy","Annecy, France",Rolf Graf,Federico Bahamontes,,,,
894,1959,20,ANNECY,CHALON SUR SAONE,45.89925,6.12938,46.78076,4.85395,202,217629.7,"Annecy, France","71100 Chalon-sur-SaÃṀne, France",Brian Robinson,Federico Bahamontes,,,,
895,1959,21,CHALON SUR SAONE,DIJON,46.78076,4.85395,47.32205,5.04148,69,217698.7,"71100 Chalon-sur-SaÃṀne, France","21000 Dijon, France",Roger Riviere,Federico Bahamontes,,,,
896,1959,22,DIJON,PARIS,47.32205,5.04148,48.85661,2.35222,331,218029.7,"21000 Dijon, France","Paris, France",Joseph Groussard,Federico Bahamontes,,,,
897,1960,1,BRUXELLES,BRUXELLES,48.95109,3.35579,48.95109,3.35579,27.8,218057.5,"Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France","Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France",Roger Rivière,Gastone Nencini,37.21,4173,128,81
898,1960,1,LILLE,BRUXELLES,50.62925,3.05726,48.95109,3.35579,108,218165.5,"Lille, France","Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France",Roger Riviere,Julien Schepens,,,,
899,1960,2,BRUXELLES,DUNKERQUE,48.95109,3.35579,51.03437,2.37678,206,218371.5,"Bruxelles, 02570 La Chapelle-sur-ChÃ©zy, France","Dunkirk, France",Rene Privat,Gastone Nencini,,,,
900,1960,3,DUNKERQUE,DIEPPE,51.03437,2.37678,49.92299,1.07748,209,218580.5,"Dunkirk, France","76200 Dieppe, France",Nino Defilippis,Joseph Groussard,,,,
901,1960,4,DIEPPE,CAEN,49.92299,1.07748,49.18286,-0.37068,218,218798.5,"76200 Dieppe, France","14000 Caen, France",Jean Graczyc,Henry Anglade,,,,
902,1960,5,CAEN,SAINT MALO,49.18286,-0.37068,48.64934,-2.02567,189,218987.5,"14000 Caen, France","St-Malo, France",Andre Darrigade,Henry Anglade,,,,
903,1960,6,SAINT MALO,LORIENT,48.64934,-2.02567,47.74825,-3.37024,191,219178.5,"St-Malo, France","56100 Lorient, France",Roger Riviere,Jan Adriaensens,,,,
904,1960,7,LORIENT,ANGERS,47.74825,-3.37024,47.47842,-0.56317,244,219422.5,"56100 Lorient, France","Angers, France",Graziano Battistini,Jan Adriaensens,,,,
905,1960,8,ANGERS,LIMOGES,47.47842,-0.56317,45.83362,1.26111,240,219662.5,"Angers, France","Limoges, France",Nino Defilippis,Jan Adriaensens,,,,
906,1960,9,LIMOGES,BORDEAUX,45.83362,1.26111,44.83779,-0.57918,225,219887.5,"Limoges, France","Bordeaux, France",Geneugden Martin Van,Jan Adriaensens,,,,
907,1960,10,MONT DE MARSAN,PAU,43.89349,-0.49978,43.29510,-0.37080,228,220115.5,"40000 Mont-de-Marsan, France","64000 Pau, France",Roger Riviere,Gastone Nencini,,,,
908,1960,11,PAU,BAGNERES DE LUCHON,43.29510,-0.37080,42.78896,0.59294,161,220276.5,"64000 Pau, France","31110 BagnÃẀres-de-Luchon, France",Kurt Gimmi,Gastone Nencini,,,,
909,1960,12,LUCHON,TOULOUSE,42.78896,0.59294,43.60465,1.44421,176,220452.5,"31110 BagnÃẀres-de-Luchon, France","Toulouse, France",Jean Graczyc,Gastone Nencini,,,,
910,1960,13,TOULOUSE,MILLAU,43.60465,1.44421,44.10058,3.07780,224,220676.5,"Toulouse, France","12100 Millau, France",Louis Proost,Gastone Nencini,,,,
911,1960,14,MILLAU,AVIGNON,44.10058,3.07780,43.94932,4.80553,217,220893.5,"12100 Millau, France","Avignon, France",Graziano Battistini,Gastone Nencini,,,,
912,1960,15,AVIGNON,GAP,43.94932,4.80553,44.55964,6.07976,187,221080.5,"Avignon, France","05000 Gap, France",Aerde Michel Van,Gastone Nencini,,,,
913,1960,16,GAP,BRIANCON,44.55964,6.07976,44.89942,6.64318,172,221252.5,"05000 Gap, France","05100 BrianÃ§on, France",Geneugden Martin Van,Gastone Nencini,,,,
914,1960,17,BRIANCON,AIX LES BAINS,44.89942,6.64318,45.69234,5.90900,222,221474.5,"05100 BrianÃ§on, France","Aix-les-Bains, France",Jean Graczyc,Gastone Nencini,,,,
915,1960,18,AIX LES BAINS,THONON LES BAINS,45.69234,5.90900,46.37357,6.47764,215,221689.5,"Aix-les-Bains, France","74200 Thonon-les-Bains, France",Fernando Manzaneque,Gastone Nencini,,,,
916,1960,19,PONTARLIER,BESANCON,46.90410,6.35424,47.23783,6.02405,83,221772.5,"25300 Pontarlier, France","25000 BesanÃ§on, France",Rolf Graf,Gastone Nencini,,,,
917,1960,20,BESANCON,TROYES,47.23783,6.02405,48.29735,4.07440,221,221993.5,"25000 BesanÃ§on, France","10000 Troyes, France",Pierre Beuffeuil,Gastone Nencini,,,,
918,1960,21,TROYES,PARIS,48.29735,4.07440,48.85661,2.35222,200,222193.5,"10000 Troyes, France","Paris, France",Jean Graczyc,Gastone Nencini,,,,
919,1961,1,VERSAILLES,VERSAILLES,48.80141,2.13012,48.80141,2.13012,28.5,222222,"78000 Versailles, France","78000 Versailles, France",Jacques Anquetil,Jacques Anquetil,36.033,4397,132,72
920,1961,1,ROUEN,VERSAILLES,49.44323,1.09997,48.80141,2.13012,136,222358,"Rouen, France","78000 Versailles, France",André Darrigade,Andre Darrigade,,,,
921,1961,2,PONTOISE,ROUBAIX,49.05097,2.10065,50.69270,3.17785,231,222589,"Pontoise, France","59100 Roubaix, France",Andre Darrigade,Jacques Anquetil,,,,
922,1961,3,ROUBAIX,CHARLEROI,50.69270,3.17785,50.41081,4.44464,197,222786,"59100 Roubaix, France","Charleroi, Belgium",Emile Daems,Jacques Anquetil,,,,
923,1961,4,CHARLEROI,METZ,50.41081,4.44464,49.11931,6.17572,238,223024,"Charleroi, Belgium","Metz, France",Anatole Novak,Jacques Anquetil,,,,
924,1961,5,METZ,STRASBOURG,49.11931,6.17572,48.57341,7.75211,221,223245,"Metz, France","Strasbourg, France",Louis Bergaud,Jacques Anquetil,,,,
925,1961,6,STRASBOURG,BELFORT,48.57341,7.75211,47.63967,6.86385,180,223425,"Strasbourg, France","Belfort, France",Jozef Planckaert,Jacques Anquetil,,,,
